experience_level,job_title,salary_in_usd,company_location,company_size
MI,Analytics Engineer,78000,US,M
SE,Data Engineer,185000,US,M
SE,Data Engineer,160000,US,M
SE,Data Analyst,172000,US,M
SE,Data Analyst,101000,US,M
SE,Data Modeler,130000,US,M
SE,Data Modeler,120000,US,M
SE,Analytics Engineer,138000,US,M
SE,Analytics Engineer,92000,US,M
MI,Data Engineer,145000,US,M
MI,Data Engineer,95000,US,M
SE,Data Architect,175000,US,M
SE,Data Architect,115200,US,M
MI,Machine Learning Scientist,270000,US,M
MI,Machine Learning Scientist,185000,US,M
SE,Data Scientist,267900,US,M
SE,Data Scientist,234700,US,M
MI,Research Scientist,100000,US,M
MI,Research Scientist,75000,US,M
SE,Applied Scientist,260000,US,L
SE,Applied Scientist,136000,US,L
SE,Data Architect,175000,US,M
SE,Data Architect,117000,US,M
EN,Data Analyst,170000,US,M
EN,Data Analyst,140000,US,M
SE,Research Scientist,205000,US,M
SE,Research Scientist,178000,US,M
SE,Machine Learning Engineer,297000,US,M
SE,Machine Learning Engineer,168300,US,M
MI,Data Scientist,110000,US,M
MI,Data Scientist,92000,US,M
EX,Business Intelligence,237500,US,M
EX,Business Intelligence,157500,US,M
SE,Data Scientist,200000,US,M
SE,Data Scientist,172750,US,M
EN,Data Analyst,122000,US,M
EN,Data Analyst,94000,US,M
SE,Research Scientist,240000,US,M
SE,Research Scientist,133000,US,M
EX,Data Science,175762,US,M
EX,Data Science,97254,US,M
SE,Data Engineer,250000,US,M
SE,Data Engineer,141500,US,M
SE,Robotics Engineer,140000,US,M
SE,Robotics Engineer,65000,US,M
EN,Data Analyst,82402,US,M
EN,Data Analyst,48508,US,M
SE,Data Engineer,130500,US,M
SE,Data Engineer,96000,US,M
SE,Data Engineer,150000,US,M
SE,Data Engineer,130000,US,M
MI,Machine Learning Engineer,245400,US,M
MI,Machine Learning Engineer,139000,US,M
MI,Data Scientist,200000,US,M
MI,Data Scientist,140000,US,M
SE,Data Science,223100,US,M
SE,Data Science,126400,US,M
EN,Data Analyst,90000,US,M
EN,Data Analyst,75000,US,M
SE,Data Scientist,180000,US,M
SE,Data Scientist,162000,US,M
SE,Applied Scientist,309400,US,L
SE,Applied Scientist,159100,US,L
EX,Data Science,175762,US,M
EX,Data Science,97254,US,M
EN,Data Management Analyst,75000,US,M
EN,Data Management Analyst,50000,US,M
SE,Data Engineer,145000,US,M
SE,Data Engineer,115000,US,M
MI,Applied Scientist,222200,US,L
MI,Applied Scientist,136000,US,L
SE,Machine Learning Engineer,245400,US,M
SE,Machine Learning Engineer,139000,US,M
SE,Research Scientist,205500,US,M
SE,Research Scientist,132500,US,M
SE,Data Analyst,144538,US,M
SE,Data Analyst,96358,US,M
SE,Research Engineer,306000,US,M
SE,Research Engineer,180000,US,M
MI,Applied Scientist,222200,US,L
MI,Applied Scientist,136000,US,L
MI,Data Scientist,130000,US,M
MI,Data Scientist,100000,US,M
EN,Data Analyst,77280,US,M
EN,Data Analyst,58000,US,M
SE,Data Scientist,264846,US,M
SE,Data Scientist,143060,US,M
MI,Business Intelligence Developer,75000,US,M
MI,Business Intelligence Developer,65000,US,M
MI,Data Scientist,172000,US,M
MI,Data Scientist,75600,US,M
MI,Data Scientist,158100,US,M
MI,Data Scientist,138500,US,M
SE,Data Scientist,283800,US,M
SE,Data Scientist,234700,US,M
EN,Data Analyst,198000,US,M
EN,Data Analyst,144000,US,M
SE,Data Engineer,220000,US,M
SE,Data Engineer,96600,US,M
EN,Research Analyst,83300,US,M
EN,Research Analyst,47500,US,M
SE,Data Analyst,118000,US,M
SE,Data Analyst,100000,US,M
MI,Research Engineer,220000,US,M
MI,Research Engineer,96600,US,M
MI,Data Operations Specialist,132500,US,M
MI,Data Operations Specialist,88000,US,M
EN,Data Analyst,93100,US,M
EN,Data Analyst,60000,US,M
MI,Data Engineer,135000,US,M
MI,Data Engineer,100000,US,M
MI,Bear Robotics,215000,US,M
MI,Bear Robotics,120000,US,M
MI,Data Scientist,177250,US,M
MI,Data Scientist,125500,US,M
SE,Data Science Consultant,122000,US,M
SE,Data Science Consultant,94000,US,M
EN,Business Intelligence Analyst,95000,US,M
EN,Business Intelligence Analyst,85000,US,M
EN,Data Analyst,67095,US,M
EN,Data Analyst,51120,US,M
EN,Business Intelligence Analyst,234000,US,M
EN,Business Intelligence Analyst,146000,US,M
SE,Data Analyst,150700,US,M
SE,Data Analyst,87400,US,M
EN,Data Analyst,80000,US,M
EN,Data Analyst,75000,US,M
SE,Business Intelligence,117000,US,M
SE,Business Intelligence,99600,US,M
SE,Data Science,221000,US,M
SE,Data Science,138000,US,M
SE,Business Intelligence Engineer,202800,US,L
SE,Business Intelligence Engineer,104300,US,L
SE,Data Engineer,159550,US,M
SE,Data Engineer,113000,US,M
EN,Data Analyst,100000,US,M
EN,Data Analyst,64000,US,M
EN,Data Analyst,124650,US,M
EN,Data Analyst,88200,US,M
SE,Data Analyst,150000,US,M
SE,Data Analyst,130000,US,M
MI,Data Analytics Manager,128000,US,M
MI,Data Analytics Manager,81500,US,M
SE,Data Engineer,173300,US,M
SE,Data Engineer,98800,US,M
MI,Business Intelligence,150000,US,M
MI,Business Intelligence,113000,US,M
MI,Applied Scientist,210000,US,M
MI,Applied Scientist,160000,US,M
SE,Data Science Consultant,131000,US,M
SE,Data Science Consultant,128000,US,M
SE,Business Intelligence Developer,156000,US,M
SE,Business Intelligence Developer,105267,US,M
EN,Data Analyst,106000,US,M
EN,Data Analyst,66000,US,M
MI,Data Analyst,95000,US,M
MI,Data Analyst,75000,US,M
MI,Data Manager,128000,US,M
MI,Data Manager,81500,US,M
SE,Research Engineer,138000,US,M
SE,Research Engineer,86000,US,M
SE,Data Scientist,194000,US,M
SE,Data Scientist,122000,US,M
SE,Data Analytics Lead,239880,US,M
SE,Data Analytics Lead,146010,US,M
EX,Data Analyst,125000,US,M
EX,Data Analyst,100000,US,M
EN,Data Scientist,140000,US,M
EN,Data Scientist,70000,US,M
SE,Machine Learning Engineer,210100,US,M
SE,Machine Learning Engineer,210100,US,M
MI,Data Scientist,149600,US,M
MI,Data Scientist,90200,US,M
SE,Applied Scientist,260000,US,L
SE,Applied Scientist,136000,US,L
SE,Data Manager,176000,US,M
SE,Data Manager,106000,US,M
SE,Data Engineer,223000,US,M
SE,Data Engineer,190000,US,M
MI,Data Engineer,116000,US,M
MI,Data Engineer,97800,US,M
SE,Data Scientist,174300,US,M
SE,Data Scientist,145000,US,M
MI,Applied Scientist,210000,US,M
MI,Applied Scientist,160000,US,M
SE,Data Engineer,202000,US,M
SE,Data Engineer,180000,US,M
SE,Data Analyst,148000,US,M
SE,Data Analyst,125000,US,M
SE,Data Engineer,223800,US,M
SE,Data Engineer,172100,US,M
SE,Data Scientist,210000,US,M
SE,Data Scientist,160000,US,M
SE,Data Scientist,238000,US,M
SE,Data Scientist,158000,US,M
SE,Data Lead,200400,US,M
SE,Data Lead,190500,US,M
MI,AI Engineer,212000,US,M
MI,AI Engineer,93300,US,M
SE,Data Scientist,227900,US,M
SE,Data Scientist,126600,US,M
EN,Data Analyst,92700,US,M
EN,Data Analyst,64900,US,M
SE,Data Analyst,179000,US,M
SE,Data Analyst,112000,US,M
EN,Data Analyst,136000,US,M
EN,Data Analyst,82000,US,M
SE,Data Scientist,221550,US,M
SE,Data Scientist,143850,US,M
MI,Data Analyst,92000,US,M
MI,Data Analyst,82000,US,M
EN,Research Analyst,143000,US,M
EN,Research Analyst,70400,US,M
EN,Data Analyst,80000,US,M
EN,Data Analyst,70000,US,M
SE,Research Scientist,299375,US,M
SE,Research Scientist,143625,US,M
SE,Machine Learning Engineer,309000,US,M
SE,Machine Learning Engineer,142000,US,M
SE,Data Architect,165000,US,M
SE,Data Architect,123000,US,M
SE,Data Infrastructure Engineer,190000,US,M
SE,Data Infrastructure Engineer,170000,US,M
MI,Machine Learning Engineer,247500,US,M
MI,Machine Learning Engineer,172200,US,M
MI,Data Analyst,152300,US,M
MI,Data Analyst,76200,US,M
MI,Data Engineer,214300,US,M
MI,Data Engineer,108500,US,M
MI,Data Operations Associate,120000,US,M
MI,Data Operations Associate,100000,US,M
MI,Business Intelligence,151250,US,M
MI,Business Intelligence,137500,US,M
SE,Data Analyst,119900,US,M
SE,Data Analyst,109000,US,M
EN,Data Analyst,135000,US,M
EN,Data Analyst,90000,US,M
SE,Data Scientist,179000,US,M
SE,Data Scientist,112000,US,M
SE,Data Manager,96600,US,M
SE,Data Manager,55200,US,M
SE,Data Engineer,235700,US,M
SE,Data Engineer,124400,US,M
SE,Business Intelligence Analyst,109000,US,M
SE,Business Intelligence Analyst,62300,US,M
MI,Data Engineer,144200,US,M
MI,Data Engineer,72100,US,M
SE,Business Intelligence,135193,US,M
SE,Business Intelligence,90129,US,M
MI,Machine Learning Scientist,165000,US,M
MI,Machine Learning Scientist,103000,US,M
MI,Data Scientist,212000,US,M
MI,Data Scientist,93300,US,M
EN,Data Science,50000,US,M
EN,Data Science,40000,US,M
MI,Data Scientist,149925,US,M
MI,Data Scientist,91260,US,M
MI,Data Science Engineer,150000,US,M
MI,Data Science Engineer,140000,US,M
SE,Data Scientist,212000,US,M
SE,Data Scientist,93300,US,M
SE,Data Architect,271500,US,M
SE,Data Architect,136800,US,M
SE,Data Scientist,170000,US,M
SE,Data Scientist,160000,US,M
EX,ML Engineer,238500,US,M
EX,ML Engineer,183400,US,M
SE,Data Engineer,193200,US,M
SE,Data Engineer,154560,US,M
SE,Machine Learning Engineer,277200,US,M
SE,Machine Learning Engineer,151600,US,M
SE,Data Scientist,205000,US,M
SE,Data Scientist,139000,US,M
SE,Data Scientist,175000,US,M
SE,Data Scientist,157500,US,M
EX,Data Engineer,140000,US,M
EX,Data Engineer,120000,US,M
MI,Data Product Manager,135000,US,M
MI,Data Product Manager,115000,US,M
SE,Research Scientist,240000,US,M
SE,Research Scientist,133000,US,M
SE,Machine Learning Engineer,169200,US,M
SE,Machine Learning Engineer,130100,US,M
EX,Data Engineer,150000,US,M
EX,Data Engineer,120000,US,M
MI,Data Manager,100000,US,M
MI,Data Manager,90000,US,M
SE,Data Scientist,200000,US,M
SE,Data Scientist,180000,US,M
SE,Robotics Engineer,190000,US,M
SE,Robotics Engineer,152000,US,M
MI,Data Scientist,212800,US,L
MI,Data Scientist,111600,US,L
SE,Research Engineer,240000,US,M
SE,Research Engineer,133000,US,M
MI,Data Scientist,196400,US,M
MI,Data Scientist,174117,US,M
MI,Applied Scientist,222200,US,L
MI,Applied Scientist,136000,US,L
EN,Data Analyst,110000,US,M
EN,Data Analyst,80000,US,M
EX,Machine Learning Engineer,408500,US,M
EX,Machine Learning Engineer,233500,US,M
EN,Business Intelligence Analyst,192300,US,M
EN,Business Intelligence Analyst,120200,US,M
SE,Data Engineer,238000,US,M
SE,Data Engineer,158000,US,M
SE,Machine Learning Engineer,254000,US,M
SE,Machine Learning Engineer,200000,US,M
EN,Research Scientist,253000,US,M
EN,Research Scientist,160000,US,M
EN,Machine Learning Engineer,108806,US,M
EN,Machine Learning Engineer,82909,US,M
SE,MLOps Engineer,200000,US,M
SE,MLOps Engineer,160000,US,M
SE,Data Engineer,185000,US,M
SE,Data Engineer,160000,US,M
SE,Data Analyst,198000,US,M
SE,Data Analyst,108000,US,M
SE,Data Scientist,245000,US,M
SE,Data Scientist,185000,US,M
SE,Machine Learning Engineer,254000,US,M
SE,Machine Learning Engineer,204000,US,M
SE,Research Engineer,203000,US,M
SE,Research Engineer,112000,US,M
MI,Data Scientist,155000,US,M
MI,Data Scientist,139000,US,M
SE,Data Science,237500,US,M
SE,Data Science,192000,US,M
SE,Data Engineer,300000,US,M
SE,Data Engineer,244000,US,M
SE,Machine Learning Engineer,221000,US,M
SE,Machine Learning Engineer,185000,US,M
SE,Data Engineer,221000,US,M
SE,Data Engineer,185000,US,M
MI,Data Scientist,135000,US,M
MI,Data Scientist,110000,US,M
SE,Data Engineer,222200,US,M
SE,Data Engineer,150900,US,M
SE,Data Science,245000,US,M
SE,Data Science,185000,US,M
SE,Data Scientist,202800,US,M
SE,Data Scientist,115000,US,M
SE,Machine Learning Engineer,254000,US,M
SE,Machine Learning Engineer,204000,US,M
SE,Data Scientist,155000,US,M
SE,Data Scientist,139500,US,M
SE,Data Engineer,200000,US,M
SE,Data Engineer,180000,US,M
SE,Machine Learning Engineer,159550,US,M
SE,Machine Learning Engineer,113000,US,M
SE,Data Scientist,225000,US,M
SE,Data Scientist,175000,US,M
EN,Business Intelligence Analyst,95166,US,M
EN,Business Intelligence Analyst,63444,US,M
MI,Machine Learning Engineer,250900,US,M
MI,Machine Learning Engineer,135200,US,M
SE,Prompt Engineer,217508,US,M
SE,Prompt Engineer,177961,US,M
MI,ML Engineer,140000,US,M
MI,ML Engineer,110000,US,M
SE,Data Scientist,185000,US,M
SE,Data Scientist,100200,US,M
SE,Data Engineer,200000,US,M
SE,Data Engineer,100200,US,M
SE,Business Intelligence,246000,US,M
SE,Business Intelligence,132600,US,M
SE,Data Scientist,238400,US,M
SE,Data Scientist,140300,US,M
MI,Data Science,180000,US,M
MI,Data Science,130000,US,M
SE,Machine Learning Scientist,220000,US,M
SE,Machine Learning Scientist,137500,US,M
SE,Data Scientist,215000,US,M
SE,Data Scientist,100200,US,M
SE,Data Scientist,150000,US,M
SE,Data Scientist,85000,US,M
MI,Data Product Owner,321830,US,M
MI,Data Product Owner,124690,US,M
SE,MLOps Engineer,210000,US,M
SE,MLOps Engineer,117800,US,M
SE,Data Specialist,224800,US,M
SE,Data Specialist,127000,US,M
SE,Data Engineer,182600,US,M
SE,Data Engineer,105800,US,M
MI,Analytics Engineer,174000,US,M
MI,Analytics Engineer,97300,US,M
SE,Data Analyst,96600,US,M
SE,Data Analyst,55200,US,M
SE,Data Architect,186000,US,M
SE,Data Architect,81800,US,M
SE,Machine Learning Scientist,220000,US,M
SE,Machine Learning Scientist,137500,US,M
EN,Data Analyst,140000,US,M
EN,Data Analyst,112000,US,M
SE,Data Engineer,217508,US,M
SE,Data Engineer,177961,US,M
MI,Data Scientist,115000,US,M
MI,Data Scientist,90950,US,M
SE,Data Scientist,198000,US,M
SE,Data Scientist,144000,US,M
SE,Data Analyst,132974,US,M
SE,Data Analyst,88670,US,M
SE,Data Scientist,286000,US,M
SE,Data Scientist,143000,US,M
MI,Data Analyst,80000,US,M
MI,Data Analyst,70000,US,M
SE,Data Science,200000,US,M
SE,Data Science,170000,US,M
SE,Business Intelligence Analyst,198200,US,M
SE,Business Intelligence Analyst,113100,US,M
MI,Encounter Data Management Professional,65600,US,M
MI,Encounter Data Management Professional,47700,US,M
SE,Machine Learning Engineer,229900,US,M
SE,Machine Learning Engineer,201400,US,M
SE,Data Scientist,185400,US,M
SE,Data Scientist,92700,US,M
SE,Research Scientist,211900,US,M
SE,Research Scientist,113700,US,M
SE,Research Engineer,235680,US,M
SE,Research Engineer,153040,US,M
EX,AI Engineer,240000,US,M
EX,AI Engineer,150000,US,M
EX,Business Intelligence Analyst,180000,US,M
EX,Business Intelligence Analyst,130000,US,M
EX,Data Engineer,312287,US,M
EX,Data Engineer,208122,US,M
MI,Data Modeler,185800,US,M
MI,Data Modeler,93400,US,M
SE,Machine Learning Scientist,175000,US,M
SE,Machine Learning Scientist,145000,US,M
MI,Machine Learning Engineer,223600,US,L
MI,Machine Learning Engineer,115000,US,L
EN,Research Analyst,80000,US,M
EN,Research Analyst,50000,US,M
EN,Data Science,46080,US,M
EN,Data Science,37120,US,M
MI,Business Intelligence Analyst,150000,US,M
MI,Business Intelligence Analyst,100000,US,M
MI,Data Scientist,135000,US,M
MI,Data Scientist,110000,US,M
SE,Data Engineer,190000,US,M
SE,Data Engineer,167000,US,M
SE,Business Intelligence Engineer,147600,US,M
SE,Business Intelligence Engineer,106300,US,M
MI,Data Analyst,70000,US,M
MI,Data Analyst,60000,US,M
SE,Data Science Consultant,122000,US,M
SE,Data Science Consultant,94000,US,M
EN,Data Analyst,83300,US,M
EN,Data Analyst,47500,US,M
SE,Data Engineer,160000,US,M
SE,Data Engineer,94000,US,M
SE,Data Engineer,122000,US,M
SE,Data Engineer,94500,US,M
MI,Business Intelligence Analyst,58000,US,M
MI,Business Intelligence Analyst,48000,US,M
MI,Data Engineer,97000,US,M
MI,Data Engineer,62000,US,M
MI,Data Scientist,194200,US,M
MI,Data Scientist,110400,US,M
SE,Data Analyst,96600,US,M
SE,Data Analyst,55200,US,M
MI,Applied Scientist,250000,US,M
MI,Applied Scientist,170000,US,M
SE,BI Analyst,130000,US,M
SE,BI Analyst,110000,US,M
SE,Data Science Consultant,112000,US,M
SE,Data Science Consultant,109000,US,M
SE,Data Architect,175000,US,M
SE,Data Architect,150000,US,M
SE,Data Engineer,145000,US,M
SE,Data Engineer,104000,US,M
MI,Applied Scientist,250000,US,M
MI,Applied Scientist,170000,US,M
SE,Machine Learning Engineer,550000,US,M
SE,Machine Learning Engineer,310000,US,M
SE,Data Integration Engineer,148000,US,M
SE,Data Integration Engineer,100000,US,M
SE,Machine Learning Engineer,550000,US,M
SE,Machine Learning Engineer,310000,US,M
MI,Data Analyst,135000,US,M
MI,Data Analyst,120000,US,M
SE,Research Engineer,196720,US,M
SE,Research Engineer,113210,US,M
SE,Business Intelligence Engineer,204500,US,M
SE,Business Intelligence Engineer,139000,US,M
SE,Machine Learning Engineer,270000,US,M
SE,Machine Learning Engineer,153000,US,M
EN,Data Analyst,93500,US,M
EN,Data Analyst,53300,US,M
SE,Machine Learning Engineer,179000,US,M
SE,Machine Learning Engineer,112000,US,M
SE,Data Scientist,197000,US,M
SE,Data Scientist,106000,US,M
EN,Machine Learning Operations Engineer,160000,US,M
EN,Machine Learning Operations Engineer,140000,US,M
SE,Data Scientist,220000,US,M
SE,Data Scientist,170000,US,M
SE,Data Analyst,140000,US,M
SE,Data Analyst,100000,US,M
EX,Machine Learning Engineer,259850,US,M
EX,Machine Learning Engineer,179200,US,M
SE,Machine Learning Engineer,283780,US,M
SE,Machine Learning Engineer,233840,US,M
SE,Machine Learning Infrastructure Engineer,300000,US,M
SE,Machine Learning Infrastructure Engineer,180000,US,M
SE,Applied Scientist,260000,US,L
SE,Applied Scientist,136000,US,L
SE,Applied Scientist,260000,US,L
SE,Applied Scientist,136000,US,L
SE,Research Scientist,247600,US,L
SE,Research Scientist,127300,US,L
SE,Data Scientist,185000,US,M
SE,Data Scientist,175000,US,M
SE,Machine Learning Engineer,215000,US,M
SE,Machine Learning Engineer,160000,US,M
MI,Data Engineer,142500,US,M
MI,Data Engineer,120000,US,M
SE,Machine Learning Engineer,324000,US,M
SE,Machine Learning Engineer,159000,US,M
MI,Data Scientist,247600,US,L
MI,Data Scientist,127300,US,L
MI,Data Science,250000,US,M
MI,Data Science,190000,US,M
MI,Business Intelligence Analyst,135000,US,M
MI,Business Intelligence Analyst,125000,US,M
SE,Machine Learning Engineer,309000,US,M
SE,Machine Learning Engineer,142000,US,M
SE,Data Scientist,206000,US,M
SE,Data Scientist,106605,US,M
EX,Data Science,288400,US,M
EX,Data Science,144200,US,M
MI,Data Science,220000,US,M
MI,Data Science,137500,US,M
SE,Research Scientist,337300,US,M
SE,Research Scientist,192700,US,M
SE,Data Engineer,215000,US,M
SE,Data Engineer,190000,US,M
MI,Data Integration Engineer,100000,US,M
MI,Data Integration Engineer,70000,US,M
MI,ETL Developer,120000,US,M
MI,ETL Developer,72000,US,M
MI,Data Engineer,118400,US,M
MI,Data Engineer,100700,US,M
MI,Data Scientist,200300,US,M
MI,Data Scientist,151500,US,M
MI,Applied Scientist,222200,US,L
MI,Applied Scientist,136000,US,L
SE,Data Engineer,125000,US,M
SE,Data Engineer,106500,US,M
SE,Data Scientist,136000,US,M
SE,Data Scientist,97000,US,M
SE,Data Engineer,221630,US,M
SE,Data Engineer,199467,US,M
SE,Machine Learning Engineer,176000,US,M
SE,Machine Learning Engineer,140000,US,M
MI,Data Scientist,172200,US,M
MI,Data Scientist,131200,US,M
MI,Data Manager,128000,US,M
MI,Data Manager,81500,US,M
EN,Business Intelligence Analyst,95000,US,M
EN,Business Intelligence Analyst,80000,US,M
EX,Business Intelligence,320000,US,M
EX,Business Intelligence,200000,US,M
MI,Machine Learning Engineer,150000,US,M
MI,Machine Learning Engineer,120000,US,M
EN,Data Analyst,70000,US,M
EN,Data Analyst,65000,US,M
SE,Data Engineer,265200,US,M
SE,Data Engineer,138000,US,M
MI,ETL Developer,160000,US,M
MI,ETL Developer,140000,US,M
MI,Data Scientist,147400,US,M
MI,Data Scientist,135097,US,M
SE,Data Engineer,212000,US,M
SE,Data Engineer,93300,US,M
MI,Data Specialist,93150,US,M
MI,Data Specialist,68850,US,M
MI,Data Scientist,166000,US,M
MI,Data Scientist,73100,US,M
EN,Data Analyst,88800,US,M
EN,Data Analyst,64600,US,M
SE,AI Architect,285000,US,M
SE,AI Architect,153400,US,M
MI,Data Analyst,166000,US,M
MI,Data Analyst,73100,US,M
EX,Data Engineer,258500,US,M
EX,Data Engineer,191857,US,M
SE,AI Engineer,212000,US,M
SE,AI Engineer,93300,US,M
MI,Data Scientist,160000,US,M
MI,Data Scientist,110000,US,M
MI,Data Science,180000,US,M
MI,Data Science,130000,US,M
MI,Data Scientist,145000,US,M
MI,Data Scientist,116000,US,M
SE,Robotics Engineer,181000,US,M
SE,Robotics Engineer,82000,US,M
SE,Applied Scientist,230000,US,M
SE,Applied Scientist,196000,US,M
SE,Data Engineer,135000,US,M
SE,Data Engineer,115000,US,M
MI,BI Developer,106100,US,M
MI,BI Developer,74300,US,M
MI,Data Engineer,143000,US,M
MI,Data Engineer,102000,US,M
SE,Data Scientist,214500,US,M
SE,Data Scientist,157500,US,M
SE,Data Engineer,194500,US,M
SE,Data Engineer,146266,US,M
EN,Business Intelligence Analyst,125000,US,M
EN,Business Intelligence Analyst,89000,US,M
MI,Machine Learning Engineer,223100,US,M
MI,Machine Learning Engineer,126400,US,M
SE,AI Engineer,276000,US,M
SE,AI Engineer,148000,US,M
SE,Machine Learning Engineer,229900,US,M
SE,Machine Learning Engineer,201400,US,M
SE,Research Scientist,337300,US,M
SE,Research Scientist,192700,US,M
SE,Data Engineer,194500,US,M
SE,Data Engineer,146266,US,M
MI,Data Engineer,89000,US,M
MI,Data Engineer,62300,US,M
EN,Data Analyst,85000,US,M
EN,Data Analyst,68000,US,M
EX,Head of Data,267500,US,M
EX,Head of Data,210000,US,M
MI,Data Engineer,106100,US,M
MI,Data Engineer,74300,US,M
EN,Data Analyst,85420,US,M
EN,Data Analyst,65400,US,M
SE,Machine Learning Engineer,175000,US,M
SE,Machine Learning Engineer,148750,US,M
MI,Data Scientist,166000,US,M
MI,Data Scientist,73100,US,M
MI,Data Science Manager,180000,US,M
MI,Data Science Manager,143000,US,M
SE,Data Modeler,106100,US,M
SE,Data Modeler,74300,US,M
EN,Data Analyst,60080,US,M
EN,Data Analyst,57300,US,M
SE,Machine Learning Engineer,247500,US,M
SE,Machine Learning Engineer,172200,US,M
MI,Data Scientist,194500,US,M
MI,Data Scientist,125500,US,M
MI,Cloud Database Engineer,189000,US,M
MI,Cloud Database Engineer,106000,US,M
SE,Data Architect,160000,US,M
SE,Data Architect,110000,US,M
MI,Machine Learning Scientist,720000,US,M
MI,Machine Learning Scientist,170000,US,M
EN,Data Analyst,181610,US,M
EN,Data Analyst,100000,US,M
SE,Research Scientist,321000,US,M
SE,Research Scientist,190000,US,M
EN,Data Specialist,90000,US,M
EN,Data Specialist,65000,US,M
MI,Data Operations Analyst,114000,US,M
MI,Data Operations Analyst,67000,US,M
SE,Data Developer,137000,US,M
SE,Data Developer,110000,US,M
SE,Data Engineer,137000,US,M
SE,Data Engineer,110000,US,M
EX,Machine Learning Engineer,408500,US,M
EX,Machine Learning Engineer,233500,US,M
EN,Data Analyst,123625,US,M
EN,Data Analyst,77265,US,M
SE,Data Scientist,199700,US,M
SE,Data Scientist,165100,US,M
SE,Machine Learning Engineer,188500,US,M
SE,Machine Learning Engineer,165100,US,M
SE,Research Engineer,176700,US,M
SE,Research Engineer,144600,US,M
SE,Data Architect,278800,US,M
SE,Data Architect,154000,US,M
EN,Data Analyst,150700,US,M
EN,Data Analyst,87400,US,M
EN,Research Scientist,253000,US,M
EN,Research Scientist,160000,US,M
SE,AI Architect,449000,US,M
SE,AI Architect,173000,US,M
SE,Data Scientist,359170,US,M
SE,Data Scientist,295490,US,M
SE,Research Scientist,176700,US,M
SE,Research Scientist,144600,US,M
SE,Data Scientist,155000,US,M
SE,Data Scientist,130000,US,M
EN,Data Analyst,122328,US,M
EN,Data Analyst,71958,US,M
MI,Data Developer,110000,US,M
MI,Data Developer,79000,US,M
SE,Data Operations Analyst,140000,US,M
SE,Data Operations Analyst,120000,US,M
EN,Data Science Analyst,150000,US,M
EN,Data Science Analyst,120000,US,M
MI,Data Science Practitioner,132100,US,M
MI,Data Science Practitioner,68400,US,M
SE,Data Engineer,201900,US,M
SE,Data Engineer,97335,US,M
EN,Data Management Analyst,75000,US,M
EN,Data Management Analyst,50000,US,M
SE,Data Scientist,210000,US,M
SE,Data Scientist,160000,US,M
SE,Data Science Consultant,122000,US,M
SE,Data Science Consultant,94000,US,M
EN,Data Management Analyst,90000,US,M
EN,Data Management Analyst,60000,US,M
SE,Data Engineer,122000,US,M
SE,Data Engineer,94500,US,M
SE,Machine Learning Engineer,331640,US,M
SE,Machine Learning Engineer,283780,US,M
EX,Business Intelligence,230000,US,M
EX,Business Intelligence,176900,US,M
SE,Data Engineer,276000,US,M
SE,Data Engineer,148000,US,M
SE,Research Scientist,234000,US,M
SE,Research Scientist,146000,US,M
EN,Business Intelligence Analyst,192300,US,M
EN,Business Intelligence Analyst,120200,US,M
EN,Analytics Engineer,132500,US,M
EN,Analytics Engineer,111500,US,M
EN,Data Engineer,234000,US,M
EN,Data Engineer,146000,US,M
SE,Data Scientist,322000,US,M
SE,Data Scientist,168000,US,M
SE,Research Engineer,138000,US,M
SE,Research Engineer,86000,US,M
SE,Data Science,268700,US,M
SE,Data Science,130300,US,M
SE,Data Analyst,115000,US,M
SE,Data Analyst,105000,US,M
SE,Data Scientist,297000,US,M
SE,Data Scientist,138000,US,M
SE,Data Quality Engineer,190000,US,M
SE,Data Quality Engineer,25000,US,M
MI,Machine Learning Engineer,160480,US,M
MI,Machine Learning Engineer,109920,US,M
SE,Data Engineer,224000,US,M
SE,Data Engineer,150000,US,M
EN,Data Analyst,84000,US,M
EN,Data Analyst,75800,US,M
MI,Business Intelligence,207600,US,M
MI,Business Intelligence,138400,US,M
EN,Data Analyst,94600,US,M
EN,Data Analyst,75700,US,M
SE,Data Science,331292,US,M
SE,Data Science,244868,US,M
MI,Data Engineer,168000,US,M
MI,Data Engineer,158000,US,M
EX,Head of Data,243000,US,M
EX,Head of Data,163000,US,M
SE,Business Intelligence,192500,US,M
SE,Business Intelligence,134900,US,M
SE,Data Scientist,227000,US,M
SE,Data Scientist,192780,US,M
SE,Analytics Engineer,180000,US,M
SE,Analytics Engineer,112000,US,M
SE,Data Engineer,130000,US,M
SE,Data Engineer,100000,US,M
MI,Data Manager,110000,US,M
MI,Data Manager,70000,US,M
SE,Computational Biologist,236000,US,M
SE,Computational Biologist,174000,US,M
SE,Data Architect,363000,US,M
SE,Data Architect,139800,US,M
SE,Research Scientist,345000,US,M
SE,Research Scientist,180000,US,M
MI,Data Science Manager,110000,US,M
MI,Data Science Manager,70000,US,M
MI,Data Scientist,252000,US,M
MI,Data Scientist,168000,US,M
EX,AI Engineer,225000,US,M
EX,AI Engineer,150000,US,M
MI,Data Analyst,150000,US,M
MI,Data Analyst,117000,US,M
MI,Research Engineer,440000,US,M
MI,Research Engineer,295000,US,M
MI,Data Engineer,148000,US,M
MI,Data Engineer,106500,US,M
SE,AI Engineer,210000,US,M
